2026-01-21 00:04:37.225 [34mINFO [0;39m [] [main] c.bharatshop.BharatshopApplication - Starting BharatshopApplication using Java 17.0.12 with PID 64156 (C:\Users\Adarsh\Downloads\bharatshop-backend\target\bharatshop-backend-0.0.1-SNAPSHOT.jar started by Adarsh in C:\Users\Adarsh\Downloads\bharatshop-backend)
2026-01-21 21:06:36.717 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=b585adf9-d1e7-41be-ba0f-179581c84259 tenant=tenantA source=DB
2026-01-21 21:06:36.717 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=cf88b9ed-cc07-4a33-b099-5e4f9bd217a7 tenant=tenantA source=DB
2026-01-21 21:06:36.717 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=de7ec43b-f843-45ab-bb22-c92531b9d7c7 tenant=tenantA source=DB
2026-01-21 21:06:36.717 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=ee9d384e-62ad-4629-95ca-dac08774fe42 tenant=tenantA source=DB
2026-01-21 21:06:36.719 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=f9dec3e2-418a-461f-842e-fe2c8649045f tenant=tenantA source=DB
2026-01-21 21:06:36.719 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=00c39122-cd7a-4c3c-8174-3a5797e03bf7 tenant=tenantA source=DB
2026-01-21 21:06:36.719 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=0a31f491-0902-4171-873b-f9895b87ca9f tenant=tenantA source=DB
2026-01-21 21:06:36.719 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=0c818990-e4a5-4961-ae99-6b6f637aeff5 tenant=tenantA source=DB
2026-01-21 21:06:36.721 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=1226dfbd-91a6-4b45-b392-f4c3f9a1dc28 tenant=tenantA source=DB
2026-01-21 21:06:36.721 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=1a1b322a-ce44-40b1-88ea-2824396a7a79 tenant=tenantA source=DB
2026-01-21 21:06:36.721 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=1cc5429f-ea1c-44a8-8823-a4028ba0abab tenant=tenantA source=DB
2026-01-21 21:06:36.721 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=24ab445b-351b-441e-b886-7e6b905c269b tenant=tenantA source=DB
2026-01-21 21:06:36.721 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=388bcc94-5e39-46bf-aaf2-4e3fcff6bf88 tenant=tenantA source=DB
2026-01-21 21:06:36.721 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=3ce3b1bf-7c55-4fa5-bbe3-f45f8a93c67a tenant=tenantA source=DB
2026-01-21 21:06:36.723 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=46d84fa8-6153-4a40-8fe2-bcc31c67ebf0 tenant=tenantA source=DB
2026-01-21 21:06:36.723 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=7c626af0-9464-4de1-9c3c-e940807fbe76 tenant=tenantA source=DB
2026-01-21 21:06:36.723 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=871a0bfe-570b-44ed-b7c4-ef60b2d18cf1 tenant=tenantA source=DB
2026-01-21 21:06:36.723 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=87a84161-6c82-4ca5-a8f7-5b466d179ef0 tenant=tenantA source=DB
2026-01-21 21:06:36.723 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=90e791d5-27d3-4330-b834-48510b7dea41 tenant=tenantA source=DB
2026-01-21 21:06:36.723 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=9ab20b1c-6f2c-43b1-a8cf-8ef50a4b9c4f tenant=tenantA source=DB
2026-01-21 21:06:36.725 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=9d6418ad-35b6-4d3b-b8b4-3d480954db28 tenant=tenantA source=DB
2026-01-21 21:06:36.725 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=a1ec40c4-817b-42ca-8bb8-d8e9ed6da87b tenant=tenantA source=DB
2026-01-21 21:06:36.725 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=a3eb940f-82bd-4e14-b002-089d40d04b38 tenant=tenantA source=DB
2026-01-21 21:06:36.725 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=ab14eaea-2b0c-42fb-86ac-bfb2913095f0 tenant=tenantA source=DB
2026-01-21 21:06:36.727 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=aee5f433-686e-45bb-be6b-2160a9267cb2 tenant=tenantA source=DB
2026-01-21 21:06:36.727 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=c912f8c0-40c6-4961-9251-a3330a288157 tenant=tenantA source=DB
2026-01-21 21:06:36.727 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=ce9a05aa-7780-4da8-a071-1039ff4b1e4f tenant=tenantA source=DB
2026-01-21 21:06:36.727 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=ea6f14df-a0c8-4385-9f15-dc4090a56755 tenant=tenantA source=DB
2026-01-21 21:06:36.727 [1;31mERROR[0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.storefront.StorefrontController - [PROOF][STORE_LIST] store.id=ff2561d2-612b-401a-8ae2-be1e30da016a tenant=tenantA source=DB
2026-01-21 21:06:36.925 [34mINFO [0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.config.logging.HttpLoggingFilter - GET /api/storefront/stores -> 200 (496 ms)
2026-01-21 21:06:36.925 [34mINFO [0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.config.logging.HttpLoggingFilter - Headers: auth=absent content-type=application/json accept=*/*
2026-01-21 21:06:36.927 [34mINFO [0;39m [e590c74c-8136-4646-93cd-72e3460358b2] [http-nio-8080-exec-1] c.b.config.logging.HttpLoggingFilter - Response payload: [{"id":"storeA","name":"Alpha Kirana Store","area":"Connaught Place","category":"grocery","ownerId":null,"ownerPhone":"9000000002","products":null,"status":"open","orderingDisabled":false,"closedReason":null,"closedUntil":null,"logo":null,"updatedAt":"2026-01-16T00:06:49Z"},{"id":"0292f24b-55db-4522-99f9-43dbbb245246","name":"City Pharmacy","area":"Brigade","category":"pharmacy","ownerId":null,"ownerPhone":null,"products":null,"status":"open","orderingDisabled":false,"closedReason":null,"closedUntil":null,"logo":null,"updatedAt":"2026-01-21T14:03:41.421635Z"},{"id":"0b9b291e-a552-4561-a931-864ca0eaedbd","name":"City Pharmacy","area":"Brigade","category":"pharmacy","ownerId":null,"ownerPhone":null,"products":null,"status":"open","orderingDisabled":false,"closedReason":null,"closedUntil":null,"logo":null,"updatedAt":"2026-01-20T18:36:32.443560Z"},{"id":"0db8e061-88b3-4347-9296-81f4fbd76a75","name":"City Pharmacy","area":"Brigade","category":"pharmacy","ownerId":null,"ownerPhone":null,"products":null,"status":"open","orderingDisabled":false,"closedReason":null,"closedUntil":null,"logo":null,"updatedAt":"2026-01-20T18:41:59.248838Z"},{"id":"19872069-841e-4933-a1ec-6da5e525de36","name":"City Pharmacy","area":"Brigade","category":"pharmacy","ownerId":null,"ownerPhone":null,"products":null,"status":"open","orderingDisabled":false,"closedReason":null,"closedUntil":null,"logo":null,"updatedAt":"2026-01-21T14:15:14.324741Z"},{"id":"1ede0717-fd0c-4b04-9622-c36536573b2e","name":"City Pharmacy","area":"Brigade","category":"pharmacy","ownerId":null,"ownerPhone":null,"products":null,"status":"open","orderingDisabled":false,"closedReason":null,"closedUntil":null,"logo":null,"updatedAt":"2026-01-21T14:55:26.452537Z"},{"id":"2bd87494-97ef-4670-bd15-1c8edc536f30","name":"City Pharmacy","area":"Brigade","category":"pharmacy","ownerId":null,"ownerPhone":null,"products":null,"status":"open","orderingDisabled":false,"closedReason":null,"closedUntil":null,"logo":null,"updatedAt":"2026-01-20T17:52:23.282566Z"},{"id":"33b16e50-5c33-4fc8-b546-8c796895cf49","name":"City Pharmacy","area":"Brigade","category":"pharmacy","ownerId":null,"ownerPhone":null,"products":null,"status":"open","orderingDisabled":false,"closedReason":null,"closedUntil":null,"logo":null,"updatedAt":"2026-01-15T18:57:31.724056Z"},{"id":"576fa9b1-08a4-42ee-9085-f7824c0a5ab2","name":"City Pharmacy","area":"Brigade","category":"pharmacy","ownerId":null,"ownerPhone":null,"products":null,"status":"open","orderingDisabled":false,"closedReason":null,"closedUntil":null,"logo":null,"updatedAt":"2026-01-20T17:00:28.881857Z"},{"id":"63a5a059-9fb3-4f8e-9b44-b1d3ebf7e683","name":"City Pharmacy","area":"Brigade","category":"pharmacy","ownerId":null,"ownerPhone":null,"products":null,"status":"open","orderingDisabled":false,"closedReason":null,"closedUntil":null,"logo":null,"updatedAt":"2026-01-18T20:13:38.663820Z"},{"id":"68a008cd-6b10-4e48-b036-e3d752230378","name":"City Pharmacy","area":"Brigade","category":"pharmacy","ownerId":null,"ownerPhone":null,"products":null,"status":"open","orderingDisabled":false,"closedReason":null,"closedUntil":null,"logo":null,"updatedAt":"2026-01-15T19:03:29.647598Z"},{"id":"6ea7274b-5a33-4085-9a5a-b330ae666b49","name":"City Pharmacy","area":"Brigade","category":"pharmacy","ownerId":null,"ownerPhone":null,"products":null,"status":"open","orderingDisabled":false,"closedReason":null,"closedUntil":null,"logo":null,"updatedAt":"2026-01-20T18:26:50.891143Z"},{"id":"70022208-fa56-400b-a50c-9713f060c70d","name":"City Pharmacy","area":"Brigade","category":"pharmacy","ownerId":null,"ownerPhone":null,"products":null,"status":"open","orderingDisabled":false,"closedReason":null,"closedUntil":null,"logo":null,"updatedAt":"2026-01-21T15:27:03.878415Z"},{"id":"73b0be5e-54ff-4d4e-b6db-e082dfa6630c","name":"City Pharmacy","area":"Brigade","category":"pharmacy","ownerId":null,"ownerPhone":null,"products":null,"status":"open","orderingDisabled":false,"closedReason":null,"closedUntil":null,"logo":null,"updatedAt":"2026-01-21T15:35:44.415067Z"},{"id":"73eb4dbc-b400-4220-95b5-76fecdc... (truncated)
2026-01-21 21:06:36.962 [39mDEBUG[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped to com.bharatshop.storefront.StorefrontController#listStores(String, String)
2026-01-21 21:06:36.962 [34mINFO [0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] c.b.config.TenantInterceptor - tenant-context: tenant=tenantA method=GET path=/api/storefront/stores
2026-01-21 21:06:36.964 [34mINFO [0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] c.b.storefront.StorefrontController - Customer storefront: list stores tenant=tenantA userId=null search=null category=null
2026-01-21 21:06:36.968 [39mDEBUG[0;39m [26ca5524-5a27-4685-9299-41d48e40e668] [http-nio-8080-exec-3] o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped to com.bharatshop.storefront.StorefrontController#categories()
2026-01-21 21:06:36.968 [34mINFO [0;39m [26ca5524-5a27-4685-9299-41d48e40e668] [http-nio-8080-exec-3] c.b.config.TenantInterceptor - tenant-context: tenant=tenantA method=GET path=/api/storefront/categories
2026-01-21 21:06:36.969 [34mINFO [0;39m [26ca5524-5a27-4685-9299-41d48e40e668] [http-nio-8080-exec-3] c.b.storefront.StorefrontController - Customer storefront: list categories tenant=tenantA userId=null
2026-01-21 21:06:36.987 [34mINFO [0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] c.b.logging.RepositoryLoggingAspect - [REPO_CALL] table=stores tenant=tenantA ids=[00c39122-cd7a-4c3c-8174-3a5797e03bf7, 0292f24b-55db-4522-99f9-43dbbb245246, 0a31f491-0902-4171-873b-f9895b87ca9f, 0b9b291e-a552-4561-a931-864ca0eaedbd, 0c818990-e4a5-4961-ae99-6b6f637aeff5, 0db8e061-88b3-4347-9296-81f4fbd76a75, 1226dfbd-91a6-4b45-b392-f4c3f9a1dc28, 19872069-841e-4933-a1ec-6da5e525de36, 1a1b322a-ce44-40b1-88ea-2824396a7a79, 1cc5429f-ea1c-44a8-8823-a4028ba0abab, 1ede0717-fd0c-4b04-9622-c36536573b2e, 24ab445b-351b-441e-b886-7e6b905c269b, 2bd87494-97ef-4670-bd15-1c8edc536f30, 33b16e50-5c33-4fc8-b546-8c796895cf49, 388bcc94-5e39-46bf-aaf2-4e3fcff6bf88, 3ce3b1bf-7c55-4fa5-bbe3-f45f8a93c67a, 46d84fa8-6153-4a40-8fe2-bcc31c67ebf0, 576fa9b1-08a4-42ee-9085-f7824c0a5ab2, 63a5a059-9fb3-4f8e-9b44-b1d3ebf7e683, 68a008cd-6b10-4e48-b036-e3d752230378, 6ea7274b-5a33-4085-9a5a-b330ae666b49, 70022208-fa56-400b-a50c-9713f060c70d, 73b0be5e-54ff-4d4e-b6db-e082dfa6630c, 73eb4dbc-b400-4220-95b5-76fecdc03d79, 7bcf0556-b5ba-4df8-9196-1d24f45488c0, 7c626af0-9464-4de1-9c3c-e940807fbe76, 871a0bfe-570b-44ed-b7c4-ef60b2d18cf1, 87a84161-6c82-4ca5-a8f7-5b466d179ef0, 90e791d5-27d3-4330-b834-48510b7dea41, 928bb134-16cf-4cb3-bc8e-cd70332ab789, 9a0c37d7-50b9-462e-a551-dcdd782d8a5f, 9ab20b1c-6f2c-43b1-a8cf-8ef50a4b9c4f, 9d6418ad-35b6-4d3b-b8b4-3d480954db28, a1ec40c4-817b-42ca-8bb8-d8e9ed6da87b, a3eb940f-82bd-4e14-b002-089d40d04b38, a4de947c-3059-448e-ab5f-3d6d148f193b, ab14eaea-2b0c-42fb-86ac-bfb2913095f0, aee5f433-686e-45bb-be6b-2160a9267cb2, b485290f-bc7c-4752-af1b-99edf8480ee6, b585adf9-d1e7-41be-ba0f-179581c84259, c912f8c0-40c6-4961-9251-a3330a288157, ce9a05aa-7780-4da8-a071-1039ff4b1e4f, cf88b9ed-cc07-4a33-b099-5e4f9bd217a7, de7ec43b-f843-45ab-bb22-c92531b9d7c7, ea6f14df-a0c8-4385-9f15-dc4090a56755, ee9d384e-62ad-4629-95ca-dac08774fe42, f9dec3e2-418a-461f-842e-fe2c8649045f, ff2561d2-612b-401a-8ae2-be1e30da016a, storeA]
2026-01-21 21:06:36.987 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=00c39122-cd7a-4c3c-8174-3a5797e03bf7 source=DB
2026-01-21 21:06:36.988 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=0292f24b-55db-4522-99f9-43dbbb245246 source=DB
2026-01-21 21:06:36.988 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=0a31f491-0902-4171-873b-f9895b87ca9f source=DB
2026-01-21 21:06:36.988 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=0b9b291e-a552-4561-a931-864ca0eaedbd source=DB
2026-01-21 21:06:36.988 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=0c818990-e4a5-4961-ae99-6b6f637aeff5 source=DB
2026-01-21 21:06:36.988 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=0db8e061-88b3-4347-9296-81f4fbd76a75 source=DB
2026-01-21 21:06:36.988 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=1226dfbd-91a6-4b45-b392-f4c3f9a1dc28 source=DB
2026-01-21 21:06:36.990 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=19872069-841e-4933-a1ec-6da5e525de36 source=DB
2026-01-21 21:06:36.990 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=1a1b322a-ce44-40b1-88ea-2824396a7a79 source=DB
2026-01-21 21:06:36.991 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=1cc5429f-ea1c-44a8-8823-a4028ba0abab source=DB
2026-01-21 21:06:36.991 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=1ede0717-fd0c-4b04-9622-c36536573b2e source=DB
2026-01-21 21:06:36.991 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=24ab445b-351b-441e-b886-7e6b905c269b source=DB
2026-01-21 21:06:36.991 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=2bd87494-97ef-4670-bd15-1c8edc536f30 source=DB
2026-01-21 21:06:36.993 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=33b16e50-5c33-4fc8-b546-8c796895cf49 source=DB
2026-01-21 21:06:36.993 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=388bcc94-5e39-46bf-aaf2-4e3fcff6bf88 source=DB
2026-01-21 21:06:36.993 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=3ce3b1bf-7c55-4fa5-bbe3-f45f8a93c67a source=DB
2026-01-21 21:06:36.994 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=46d84fa8-6153-4a40-8fe2-bcc31c67ebf0 source=DB
2026-01-21 21:06:36.994 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=576fa9b1-08a4-42ee-9085-f7824c0a5ab2 source=DB
2026-01-21 21:06:36.994 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=63a5a059-9fb3-4f8e-9b44-b1d3ebf7e683 source=DB
2026-01-21 21:06:36.994 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=68a008cd-6b10-4e48-b036-e3d752230378 source=DB
2026-01-21 21:06:36.994 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=6ea7274b-5a33-4085-9a5a-b330ae666b49 source=DB
2026-01-21 21:06:36.994 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=70022208-fa56-400b-a50c-9713f060c70d source=DB
2026-01-21 21:06:36.994 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=73b0be5e-54ff-4d4e-b6db-e082dfa6630c source=DB
2026-01-21 21:06:36.994 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=73eb4dbc-b400-4220-95b5-76fecdc03d79 source=DB
2026-01-21 21:06:36.997 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=7bcf0556-b5ba-4df8-9196-1d24f45488c0 source=DB
2026-01-21 21:06:36.999 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=7c626af0-9464-4de1-9c3c-e940807fbe76 source=DB
2026-01-21 21:06:36.999 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=871a0bfe-570b-44ed-b7c4-ef60b2d18cf1 source=DB
2026-01-21 21:06:36.999 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=87a84161-6c82-4ca5-a8f7-5b466d179ef0 source=DB
2026-01-21 21:06:37.001 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=90e791d5-27d3-4330-b834-48510b7dea41 source=DB
2026-01-21 21:06:37.001 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=928bb134-16cf-4cb3-bc8e-cd70332ab789 source=DB
2026-01-21 21:06:37.001 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=9a0c37d7-50b9-462e-a551-dcdd782d8a5f source=DB
2026-01-21 21:06:37.002 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=9ab20b1c-6f2c-43b1-a8cf-8ef50a4b9c4f source=DB
2026-01-21 21:06:37.003 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=9d6418ad-35b6-4d3b-b8b4-3d480954db28 source=DB
2026-01-21 21:06:37.003 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=a1ec40c4-817b-42ca-8bb8-d8e9ed6da87b source=DB
2026-01-21 21:06:37.003 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=a3eb940f-82bd-4e14-b002-089d40d04b38 source=DB
2026-01-21 21:06:37.003 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=a4de947c-3059-448e-ab5f-3d6d148f193b source=DB
2026-01-21 21:06:37.003 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=ab14eaea-2b0c-42fb-86ac-bfb2913095f0 source=DB
2026-01-21 21:06:37.005 [1;31mERROR[0;39m [cff5f851-e249-4f2d-a424-e587e14ac6c7] [http-nio-8080-exec-2] com.bharatshop.service.StoreService - [PROOF][STORE_REPO] store.id=aee5f433-686e-45bb-be6b-2160a9267cb2 source=DB
